,buying_high,buying_low,buying_med,buying_vhigh,maintenance_high,maintenance_low,maintenance_med,maintenance_vhigh,doors_2,doors_3,doors_4,doors_5more,persons_2,persons_4,persons_more,luggage_space_big,luggage_space_med,luggage_space_small,safety_high,safety_low,safety_med
0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0
2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
3,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
4,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
6,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
7,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
8,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
9,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
10,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0
11,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
12,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
13,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
14,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
15,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
16,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
17,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
18,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
19,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
20,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
21,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1
22,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
23,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
24,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
25,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
26,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
27,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
28,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
29,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
30,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
31,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
32,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
33,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
34,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
35,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
36,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
37,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
38,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
39,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
40,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
41,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
42,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
43,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
44,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
45,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
46,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
47,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
48,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
49,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
50,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
51,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
52,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
53,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
54,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
55,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0
56,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
57,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
58,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
59,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
60,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
61,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
62,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
63,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
64,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
65,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
66,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
67,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
68,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
69,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
70,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
71,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
72,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
73,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
74,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
75,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
76,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
77,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
78,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
79,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
80,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
81,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
82,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
83,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
84,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
85,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
86,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
87,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
88,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
89,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
90,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
91,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
92,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
93,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
94,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
95,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
96,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
97,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
98,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
99,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
100,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
101,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
102,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
103,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
104,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
105,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
106,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
107,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
108,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
109,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
110,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
111,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
112,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
113,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
114,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
115,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
116,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
117,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
118,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
119,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
120,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
121,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
122,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
123,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
124,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
125,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
126,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
127,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
128,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
129,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
130,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
131,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
132,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
133,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
134,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
135,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
136,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
137,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
138,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
139,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
140,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
141,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
142,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
143,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
144,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
145,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
146,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
147,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
148,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
149,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
150,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
151,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
152,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
153,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
154,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
155,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
156,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
157,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
158,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
159,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
160,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
161,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
162,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
163,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
164,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
165,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
166,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
167,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
168,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
169,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
170,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
171,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
172,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
173,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
174,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
175,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
176,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
177,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
178,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
179,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
180,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
181,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
182,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
183,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
184,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
185,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
186,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
187,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
188,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
189,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
190,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
191,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
192,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
193,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
194,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
195,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
196,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
197,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
198,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
199,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
200,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
201,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
202,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
203,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
204,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
205,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
206,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
207,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
208,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
209,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
210,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
211,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
212,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
213,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
214,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
215,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
216,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
217,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
218,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
219,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
220,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
221,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
222,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
223,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
224,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
225,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
226,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
227,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
228,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
229,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
230,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
231,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
232,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
233,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
234,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
235,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
236,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
237,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
238,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
239,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
240,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1
241,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
242,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
243,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
244,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
245,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
246,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
247,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
248,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
249,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
250,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
251,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
252,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
253,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
254,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
255,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
256,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
257,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
258,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
259,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
260,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
261,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
262,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
263,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
264,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
265,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
266,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
267,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
268,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
269,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
270,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
271,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
272,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
273,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
274,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
275,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
276,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
277,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
278,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
279,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
280,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
281,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
282,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
283,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
284,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
285,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
286,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
